Date,Time,Currency,News,Impact,Forecast,Previous,Direction
2/13/2019,3:30,GBP,CPI (m/m),high,-0.70%,0.20%,1
2/13/2019,3:30,GBP,CPI (y/y),high,1.90%,2.10%,1
2/13/2019,7:30,USD,CPI (m/m),high,0.10%,0.0%*,1
2/13/2019,7:30,USD,Core CPI (m/m),high,0.20%,0.20%,1
2/13/2019,17:50,JPY,GDP (sa) (q/q),high,0.40%,-0.7%*,1
2/14/2019,All Day,GBP,MPs due to vote on May's Brexit plans,high,0,0,0
2/14/2019,7:30,USD,PPI (m/m),high,0.10%,-0.1%*,1
2/14/2019,7:30,USD,Retail Sales (m/m),high,0.10%,0.1%*,1
2/15/2019,3:30,GBP,Core Retail Sales (m/m),high,0.20%,-1.30%,1
2/15/2019,3:30,GBP,Core Retail Sales (y/y),high,3.20%,2.9%*,1
2/15/2019,3:30,GBP,Retail Sales (m/m),high,0.20%,-0.7%*,1
2/15/2019,3:30,GBP,Retail Sales (y/y),high,3.40%,3.1%*,1
2/15/2019,9:00,USD,UoM Consumer Sentiment Index,high,93.5,91.2,1
2/18/2019,All Day,USD,President's Day,high,0,0,0
2/19/2019,4:00,EUR,ZEW (Economic Sentiment),high,0,-20.9,0
2/21/2019,3:00,EUR,European Commission's Juncker speaks in Brussels,high,0,0,0
2/22/2019,3:00,EUR,German IFO Business Climate,high,98.9,99.1,1
2/22/2019,3:00,EUR,German IFO Expectations,high,94.3,94.2,1
2/22/2019,3:00,EUR,German IFO Current Conditions,high,103.9,104.3,1
2/22/2019,9:00,EUR,French Bank of France's Villeroy speaks in Lisbon,high,0,0,0
2/26/2019,9:00,USD,Consumer Confidence,high,124.7,121.7*,1
3/1/2019,9:00,USD,ISM Manufacturing,high,55.8,56.6,1
3/1/2019,9:00,USD,UoM Consumer Sentiment Index,high,95.9,95.5,1
3/5/2019,9:00,USD,ISM Non-Manufacturing,high,57.4,56.7,1
3/6/2019,7:15,USD,ADP National Employment Report,high,190.0k,300.0k*,1
3/7/2019,6:45,EUR,ECB Deposit Rate,high,-0.40%,-0.4%*,-1
3/7/2019,6:45,EUR,ECB Interest Rate Decision,high,0.00%,0.00%,-1
3/7/2019,17:50,JPY,GDP (sa) (q/q),high,0.40%,0.30%,1
3/8/2019,7:30,USD,Average Hourly Earnings (m/m),high,0.30%,0.10%,1
3/8/2019,7:30,USD,Private Payrolls,high,170.0k,308.0k*,1
3/8/2019,7:30,USD,Unemployment Rate,high,3.90%,4.00%,-1
3/8/2019,7:30,USD,Nonfarm Payrolls,high,180.0k,311.0k*,1
3/11/2019,7:30,USD,Retail Sales (m/m),high,0.00%,-1.6%*,1
3/11/2019,7:30,USD,Retail Sales (ex Autos) (m/m),high,0.30%,-2.1%*,1
3/12/2019,5:30,GBP,GDP (m/m),high,0.20%,-0.40%,1
3/12/2019,5:30,GBP,Manufacturing Production (y/y),high,-1.90%,-2.10%,1
3/12/2019,5:30,GBP,Manufacturing Production (m/m),high,0.20%,-0.70%,1
3/12/2019,7:30,USD,CPI (m/m),high,0.20%,0.00%,1
3/12/2019,7:30,USD,Core CPI (m/m),high,0.20%,0.20%,1
3/13/2019,7:30,USD,PPI (m/m),high,0.20%,-0.10%,1
3/15/2019,9:00,USD,UoM Consumer Sentiment Index,high,95.6,93.8,1
3/19/2019,5:00,EUR,ZEW (Economic Sentiment),high,0,-16.6,0
3/20/2019,4:30,GBP,CPI (m/m),high,0.40%,-0.80%,1
3/20/2019,4:30,GBP,CPI (y/y),high,1.80%,1.80%,1
3/20/2019,13:00,USD,Federal Funds Rate,high,2.50%,2.50%,-1
3/21/2019,4:30,GBP,Core Retail Sales (m/m),high,-0.40%,1.1%*,1
3/21/2019,4:30,GBP,Core Retail Sales (y/y),high,3.50%,4.0%*,1
3/21/2019,4:30,GBP,Retail Sales (m/m),high,-0.40%,0.9%*,1
3/21/2019,4:30,GBP,Retail Sales (y/y),high,3.30%,4.1%*,1
3/21/2019,7:00,GBP,Official Bank Rate,high,0.75%,0.75%,-1
3/21/2019,7:00,GBP,Asset Purchase Facility,high,435.0B,435.0B,-1
3/21/2019,18:30,JPY,Natl CPI (y/y),high,0.30%,0.2%*,1
3/25/2019,4:00,EUR,German IFO Business Climate,high,98.7,98.7*,1
3/25/2019,4:00,EUR,German IFO Current Conditions,high,103,103.6*,1
3/25/2019,4:00,EUR,German IFO Expectations,high,94,94.0*,1
3/26/2019,9:00,USD,Consumer Confidence,high,132.5,131.4,1
3/29/2019,4:30,GBP,GDP (q/q),high,0.20%,0.20%,1
3/29/2019,9:00,USD,UoM Consumer Sentiment Index,high,97.8,97.8,1
4/1/2019,7:30,USD,Retail Sales (m/m),high,0.30%,0.7%*,1
4/1/2019,7:30,USD,Retail Sales (ex Autos) (m/m),high,0.40%,1.4%*,1
4/1/2019,9:00,USD,ISM Manufacturing,high,54.3,54.2,1
4/3/2019,7:15,USD,ADP National Employment Report,high,180.0k,197.0k*,1
4/3/2019,9:00,USD,ISM Non-Manufacturing,high,58,59.7,1
4/5/2019,7:30,USD,Average Hourly Earnings (m/m),high,0.30%,0.40%,1
4/5/2019,7:30,USD,Private Payrolls,high,183.0k,28.0k*,1
4/5/2019,7:30,USD,Unemployment Rate,high,3.80%,3.80%,-1
4/5/2019,7:30,USD,Nonfarm Payrolls,high,175.0k,33.0k*,1
4/10/2019,All Day,EUR,Emergency EU Brexit Summit,high,0,0,0
4/10/2019,3:30,GBP,GDP (m/m),high,0.20%,0.50%,1
4/10/2019,3:30,GBP,Manufacturing Production (m/m),high,0.20%,0.80%,1
4/10/2019,3:30,GBP,Manufacturing Production (y/y),high,-0.60%,-1.10%,1
4/10/2019,6:45,EUR,ECB Deposit Rate,high,-0.40%,-0.40%,-1
4/10/2019,6:45,EUR,ECB Interest Rate Decision,high,0.00%,0.00%,-1
4/10/2019,7:30,USD,CPI (m/m),high,0.30%,0.20%,1
4/10/2019,7:30,USD,Core CPI (m/m),high,0.20%,0.10%,1
4/11/2019,7:30,USD,PPI (m/m),high,0.20%,0.10%,1
4/12/2019,9:00,USD,UoM Consumer Sentiment Index,high,98.2,98.4,1
4/16/2019,4:00,EUR,ZEW (Economic Sentiment),high,0,-2.5,0
4/17/2019,3:30,GBP,CPI (m/m),high,0.20%,0.50%,1
4/17/2019,3:30,GBP,CPI (y/y),high,2.00%,1.90%,1
4/18/2019,3:30,GBP,Core Retail Sales (m/m),high,-0.30%,0.4%*,1
4/18/2019,3:30,GBP,Core Retail Sales (y/y),high,3.90%,3.80%,1
4/18/2019,3:30,GBP,Retail Sales (m/m),high,-0.20%,0.6%*,1
4/18/2019,3:30,GBP,Retail Sales (y/y),high,4.60%,4.00%,1
4/18/2019,7:30,USD,Retail Sales (m/m),high,1.00%,-0.20%,1
4/18/2019,7:30,USD,Retail Sales Ex Auto (m/m),high,0.70%,-0.2%*,1
4/18/2019,18:30,JPY,Natl CPI (y/y),high,0.50%,0.20%,1
4/24/2019,3:00,EUR,German IFO Business Climate,high,99.9,99.7*,1
4/24/2019,3:00,EUR,German IFO Current Conditions,high,103.5,103.9*,1
4/24/2019,3:00,EUR,German IFO Expectations,high,96.1,95.6,1
4/24/2019,8:15,GBP,Finance Minister Hammond speaks in London,high,0,0,0
4/25/2019,All Day,JPY,BoJ MPC - Overnight Rate,high,-0.10%,-0.10%,-1
4/26/2019,7:30,USD,GDP (q/q ann),high,2.20%,2.2%*,1
4/26/2019,9:00,USD,UoM Consumer Sentiment Index,high,97,96.9,1
4/30/2019,9:00,USD,Consumer Confidence,high,126.8,124.2*,1
5/1/2019,7:15,USD,ADP National Employment Report,high,180.0k,151.0k*,1
5/1/2019,9:00,USD,ISM Manufacturing,high,55,55.3,1
5/1/2019,13:00,USD,Federal Funds Rate,high,2.50%,2.50%,-1
5/2/2019,6:00,GBP,Official Bank Rate,high,0.75%,0.75%,-1
5/2/2019,6:00,GBP,Asset Purchase Facility,high,435.0B,435.0B,-1
5/3/2019,7:30,USD,Average Hourly Earnings (m/m),high,0.30%,0.2%*,1
5/3/2019,7:30,USD,Private Payrolls,high,185.0k,179.0k*,1
5/3/2019,7:30,USD,Unemployment Rate,high,3.80%,3.80%,-1
5/3/2019,7:30,USD,Nonfarm Payrolls,high,190.0k,189.0k*,1
5/3/2019,9:00,USD,ISM Non-Manufacturing,high,57,56.1,1
5/9/2019,7:30,USD,PPI (m/m),high,0.30%,0.60%,1
5/10/2019,3:30,GBP,GDP (m/m),high,0.00%,0.20%,1
5/10/2019,3:30,GBP,GDP (q/q),high,0.50%,0.20%,1
5/10/2019,3:30,GBP,Manufacturing Production (m/m),high,0.00%,0.90%,1
5/10/2019,3:30,GBP,Manufacturing Production (y/y),high,1.10%,0.60%,1
5/10/2019,7:30,USD,CPI (m/m),high,0.40%,0.40%,1
5/10/2019,7:30,USD,Core CPI (m/m),high,0.20%,0.10%,1
5/14/2019,4:00,EUR,ZEW (Economic Sentiment),high,0,4.5,0
5/15/2019,7:30,USD,Retail Sales (m/m),high,0.70%,1.7%*,1
5/15/2019,7:30,USD,Retail Sales (ex Autos) (m/m),high,0.70%,1.3%*,1
5/17/2019,9:00,USD,UoM Consumer Sentiment Index,high,97.2,97.2,1
5/19/2019,18:50,JPY,Q1 GDP (P) (q/q ann),high,-0.20%,1.90%,1
5/21/2019,18:50,JPY,Core Machine orders (y/y),high,-3.40%,-5.50%,1
5/22/2019,3:30,GBP,CPI (m/m),high,0.70%,0.20%,1
5/22/2019,3:30,GBP,CPI (y/y),high,2.20%,1.90%,1
5/23/2019,3:00,EUR,German IFO Business Climate,high,99.1,99.2,1
5/23/2019,3:00,EUR,German IFO Current Conditions,high,103.6,103.3,1
5/23/2019,3:00,EUR,German IFO Expectations,high,95,95.3*,1
5/23/2019,18:30,JPY,Natl CPI (y/y),high,0.90%,0.50%,1
5/24/2019,3:30,GBP,Core Retail Sales (m/m),high,-0.50%,1.20%,1
5/24/2019,3:30,GBP,Core Retail Sales (y/y),high,4.20%,6.20%,1
5/24/2019,3:30,GBP,Retail Sales (m/m),high,-0.30%,1.10%,1
5/24/2019,3:30,GBP,Retail Sales (y/y),high,4.50%,6.70%,1
5/28/2019,9:00,USD,Consumer Confidence,high,130,129.2,1
5/31/2019,9:00,USD,UoM Consumer Sentiment Index,high,101.2,102.4,1
6/3/2019,9:00,USD,ISM Manufacturing,high,53.2,52.8,1
6/5/2019,7:15,USD,ADP National Employment Report,high,185.0k,271.0k*,1
6/5/2019,9:00,USD,ISM Non-Manufacturing,high,55.4,55.5,1
6/6/2019,6:45,EUR,ECB Deposit Rate,high,-0.40%,-0.40%,-1
6/6/2019,6:45,EUR,ECB Interest Rate Decision,high,0.00%,0.00%,-1
6/7/2019,7:30,USD,Average Hourly Earnings (m/m),high,0.30%,0.20%,1
6/7/2019,7:30,USD,Nonfarm Payrolls,high,195.0k,224.0k*,1
6/7/2019,7:30,USD,Private Payrolls,high,178.0k,205.0k*,1
6/7/2019,7:30,USD,Unemployment Rate,high,3.60%,3.60%,-1
6/10/2019,3:30,GBP,GDP (m/m),high,0,-0.10%,0
6/10/2019,3:30,GBP,Manufacturing Production (m/m),high,0,0.90%,0
6/10/2019,3:30,GBP,Manufacturing Production (y/y),high,0,2.60%,0
6/11/2019,7:30,USD,PPI (m/m),high,0.10%,0.20%,1
6/11/2019,18:50,JPY,Core Machine orders (y/y),high,-5.30%,-0.70%,1
6/12/2019,7:30,USD,CPI (m/m),high,0.10%,0.30%,1
6/12/2019,7:30,USD,Core CPI (m/m),high,0.20%,0.10%,1
6/14/2019,7:30,USD,Retail Sales (m/m),high,0.60%,0.3%*,1
6/14/2019,7:30,USD,Retail Sales (ex Autos) (m/m),high,0.40%,0.5%*,1
6/14/2019,9:00,USD,UoM Consumer Sentiment Index,high,98,100,1
6/18/2019,4:00,EUR,ZEW (Economic Sentiment),high,0,-1.6,0
6/19/2019,3:30,GBP,CPI (m/m),high,0.30%,0.60%,1
6/19/2019,3:30,GBP,CPI (y/y),high,2.00%,2.10%,1
6/19/2019,12:00,USD,Federal Funds Rate,high,2.50%,2.50%,-1
6/20/2019,All Day,GBP,Official Bank Rate,high,0.75%,0.75%,-1
6/20/2019,All Day,GBP,Asset Purchase Facility,high,435.0B,435.0B,-1
6/20/2019,3:30,GBP,Core Retail Sales (m/m),high,-0.40%,-0.3%*,1
6/20/2019,3:30,GBP,Core Retail Sales (y/y),high,2.50%,4.7%*,1
6/20/2019,3:30,GBP,Retail Sales (m/m),high,-0.50%,-0.1%*,1
6/20/2019,3:30,GBP,Retail Sales (y/y),high,2.70%,5.1%*,1
6/20/2019,18:30,JPY,Natl CPI (y/y),high,0.80%,0.90%,1
6/24/2019,3:00,EUR,German IFO Current Conditions,high,100.3,100.7*,1
6/24/2019,3:00,EUR,German IFO Expectations,high,94.6,95.2*,1
6/24/2019,3:00,EUR,German IFO Business Climate,high,97.4,97.9,1
6/25/2019,9:00,USD,Consumer Confidence,high,131,131.3*,1
6/28/2019,3:30,GBP,GDP (q/q),high,0.50%,0.50%,1
6/28/2019,9:00,USD,UoM Consumer Sentiment Index,high,97.9,97.9,1
7/1/2019,9:00,USD,ISM Manufacturing,high,51,52.1,1
7/3/2019,7:15,USD,ADP National Employment Report,high,140.0k,41.0k*,1
7/3/2019,9:00,USD,ISM Non-Manufacturing,high,56,56.9,1
7/4/2019,All Day,USD,Independence Day,high,0,0,0
7/5/2019,7:30,USD,Nonfarm Payrolls,high,160.0k,72.0k*,1
7/5/2019,7:30,USD,Private Payrolls,high,150.0k,83.0k*,1
7/5/2019,7:30,USD,Unemployment Rate,high,3.60%,3.60%,-1
7/5/2019,7:30,USD,Average Hourly Earnings (m/m),high,0.30%,0.3%*,1
7/7/2019,18:50,JPY,Core Machine orders (y/y),high,-3.60%,2.50%,1
7/10/2019,3:30,GBP,GDP (m/m),high,0.30%,-0.40%,1
7/10/2019,3:30,GBP,Manufacturing Production (m/m),high,2.20%,-4.2%*,1
7/10/2019,3:30,GBP,Manufacturing Production (y/y),high,1.10%,-1.0%*,1
7/10/2019,9:00,USD,Fed's Powell Testifies to House Financial Services Panel,high,0,0,0
7/11/2019,7:30,USD,CPI (m/m),high,0.00%,0.10%,1
7/11/2019,7:30,USD,Core CPI (m/m),high,0.20%,0.10%,1
7/12/2019,7:30,USD,PPI (m/m),high,0.00%,0.10%,1
7/16/2019,7:30,USD,Retail Sales (m/m),high,0.20%,0.4%*,1
7/16/2019,7:30,USD,Retail Sales (ex Autos) (m/m),high,0.30%,0.4%*,1
7/17/2019,3:30,GBP,CPI (m/m),high,0.00%,0.30%,1
7/17/2019,3:30,GBP,CPI (y/y),high,2.00%,2.00%,1
7/18/2019,3:30,GBP,Core Retail Sales (m/m),high,-0.20%,-0.30%,1
7/18/2019,3:30,GBP,Core Retail Sales (y/y),high,2.60%,2.20%,1
7/18/2019,3:30,GBP,Retail Sales (m/m),high,-0.30%,-0.50%,1
7/18/2019,3:30,GBP,Retail Sales (y/y),high,2.60%,2.30%,1
7/18/2019,18:30,JPY,Natl CPI (y/y),high,0.70%,0.80%,1
7/19/2019,9:00,USD,UoM Consumer Sentiment Index,high,98.8,98.2,1
7/25/2019,3:00,EUR,German IFO Business Climate,high,97.2,97.5*,1
7/25/2019,3:00,EUR,German IFO Current Conditions,high,100.4,101.1*,1
7/25/2019,3:00,EUR,German IFO Expectations,high,94,94.0*,1
7/25/2019,6:45,EUR,ECB Deposit Rate,high,-0.40%,-0.40%,-1
7/25/2019,6:45,EUR,ECB Interest Rate Decision,high,0.00%,0.00%,-1
7/26/2019,7:30,USD,Core Personal Consumption Expenditure (q/q ann),high,2.00%,1.1%*,1
7/26/2019,7:30,USD,GDP (q/q ann),high,1.80%,3.10%,1
7/30/2019,9:00,USD,Consumer Confidence,high,125,124.3*,1
7/31/2019,7:15,USD,ADP National Employment Report,high,150.0k,112.0k*,1
7/31/2019,13:00,USD,Federal Funds Rate,high,2.25%,2.50%,-1
7/31/2019,13:00,USD,FOMC announces interest rate decision,high,0,0,0
7/31/2019,13:30,USD,Fed's Powell gives press conference,high,0,0,0
8/1/2019,5:00,GBP,Official Bank Rate,high,0.75%,0.75%,-1
8/1/2019,5:00,GBP,Asset Purchase Facility,high,435.0B,435.0B,-1
8/1/2019,9:00,USD,ISM Manufacturing,high,52,51.7,1
8/2/2019,7:30,USD,Average Hourly Earnings (m/m),high,0.20%,0.3%*,1
8/2/2019,7:30,USD,Nonfarm Payrolls,high,165.0k,193.0k*,1
8/2/2019,7:30,USD,Private Payrolls,high,165.0k,179.0k*,1
8/2/2019,7:30,USD,Unemployment Rate,high,3.60%,3.70%,-1
8/2/2019,9:00,USD,UoM Consumer Sentiment Index,high,98.5,98.4,1
8/5/2019,9:00,USD,ISM Non-Manufacturing,high,55.5,55.1,1
8/9/2019,3:30,GBP,GDP (m/m),high,0.10%,0.2%*,1
8/9/2019,3:30,GBP,GDP (q/q),high,0.00%,0.50%,1
8/9/2019,3:30,GBP,Manufacturing Production (m/m),high,-0.30%,1.40%,1
8/9/2019,3:30,GBP,Manufacturing Production (y/y),high,-1.10%,0.00%,1
8/9/2019,7:30,USD,PPI (m/m),high,0.20%,0.10%,1
8/13/2019,7:30,USD,CPI (m/m),high,0.30%,0.10%,1
8/13/2019,7:30,USD,Core CPI (m/m),high,0.20%,0.30%,1
8/13/2019,18:50,JPY,Core Machine orders (y/y),high,-1.10%,-3.70%,1
8/14/2019,3:30,GBP,CPI (m/m),high,-0.10%,0.00%,1
8/14/2019,3:30,GBP,CPI (y/y),high,1.90%,2.00%,1
8/15/2019,3:30,GBP,Core Retail Sales (m/m),high,-0.20%,0.8%*,1
8/15/2019,3:30,GBP,Core Retail Sales (y/y),high,2.30%,3.60%,1
8/15/2019,3:30,GBP,Retail Sales (m/m),high,-0.20%,0.9%*,1
8/15/2019,3:30,GBP,Retail Sales (y/y),high,2.50%,3.80%,1
8/15/2019,7:30,USD,Retail Sales (m/m),high,0.20%,0.0%*,1
8/15/2019,7:30,USD,Retail Sales (ex Autos) (m/m),high,0.40%,0.3%*,1
8/16/2019,9:00,USD,UoM Consumer Sentiment Index,high,97,98.4,1
8/22/2019,18:30,JPY,Natl CPI (y/y),high,0.60%,0.70%,1
8/26/2019,3:00,EUR,German IFO Business Climate,high,95.1,95.8*,1
8/26/2019,3:00,EUR,German IFO Current Conditions,high,98.8,99.6*,1
8/26/2019,3:00,EUR,German IFO Expectations,high,91.8,92.1*,1
8/27/2019,9:00,USD,Consumer Confidence,high,130,135.8*,1
8/30/2019,9:00,USD,UoM Consumer Sentiment Index,high,92.3,92.1,1
9/3/2019,All Day,USD,Labor Day,high,0,0,0
9/3/2019,9:00,USD,ISM Manufacturing,high,51.2,51.2,1
9/5/2019,7:15,USD,ADP National Employment Report,high,146.0k,142.0k*,1
9/5/2019,9:00,USD,ISM Non-Manufacturing,high,54,53.7,1
9/6/2019,7:30,USD,Average Hourly Earnings (m/m),high,0.30%,0.30%,1
9/6/2019,7:30,USD,Nonfarm Payrolls,high,160.0k,159.0k*,1
9/6/2019,7:30,USD,Private Payrolls,high,150.0k,131.0k*,1
9/6/2019,7:30,USD,Unemployment Rate,high,3.70%,3.70%,-1
9/6/2019,11:30,USD,Fed's Powell participates in Zurich Economic Outlook and Monetary Policy Panel,high,0,0,0
9/9/2019,3:30,GBP,GDP (m/m),high,0.10%,0.00%,1
9/9/2019,3:30,GBP,Manufacturing Production (m/m),high,-0.20%,-0.20%,1
9/9/2019,3:30,GBP,Manufacturing Production (y/y),high,-1.10%,-1.40%,1
9/11/2019,7:30,USD,PPI (m/m),high,0.00%,0.20%,1
9/11/2019,18:50,JPY,Core Machine orders (y/y),high,-9.00%,12.50%,1
9/12/2019,6:45,EUR,ECB Deposit Rate,high,-0.50%,-0.40%,-1
9/12/2019,6:45,EUR,ECB Interest Rate Decision,high,0.00%,0.00%,-1
9/12/2019,7:30,USD,CPI (m/m),high,0.10%,0.30%,1
9/12/2019,7:30,USD,Core CPI (m/m),high,0.20%,0.30%,1
9/13/2019,7:30,USD,Retail Sales (m/m),high,0.20%,0.8%*,1
9/13/2019,7:30,USD,Retail Sales (ex Autos) (m/m),high,0.10%,1.00%,1
9/13/2019,9:00,USD,UoM Consumer Sentiment Index,high,90.4,89.8,1
9/17/2019,4:00,EUR,ZEW (Economic Sentiment),high,0,-43.6,0
9/18/2019,3:30,GBP,CPI (m/m),high,0.50%,0.00%,1
9/18/2019,3:30,GBP,CPI (y/y),high,1.90%,2.10%,1
9/18/2019,13:00,USD,Federal Funds Rate,high,2.00%,2.25%,-1
9/18/2019,13:00,USD,FOMC monetary policy statement,high,0,0,0
9/18/2019,13:30,USD,Press conference from Fed's Powell,high,0,0,0
9/19/2019,All Day,JPY,BoJ 10y Yield Target,high,0.00%,0.00%,1
9/19/2019,All Day,JPY,BoJ Policy Balance Rate,high,-0.10%,-0.10%,1
9/19/2019,3:30,GBP,Core Retail Sales (m/m),high,-0.30%,0.4%*,1
9/19/2019,3:30,GBP,Core Retail Sales (y/y),high,2.30%,3.1%*,1
9/19/2019,3:30,GBP,Retail Sales (m/m),high,0.00%,0.4%*,1
9/19/2019,3:30,GBP,Retail Sales (y/y),high,2.80%,3.4%*,1
9/19/2019,6:00,GBP,Official Bank Rate,high,0.75%,0.75%,-1
9/19/2019,6:00,GBP,Asset Purchase Facility,high,435.0B,435.0B,-1
9/19/2019,18:30,JPY,Natl CPI (y/y),high,0.30%,0.50%,1
9/24/2019,3:00,EUR,German IFO Business Climate,high,94.5,94.3,1
9/24/2019,3:00,EUR,German IFO Expectations,high,92,91.3,1
9/24/2019,3:00,EUR,German IFO Current Conditions,high,96.9,97.3,1
9/24/2019,9:00,USD,Consumer Confidence,high,134,134.2*,1
9/27/2019,9:00,USD,UoM Consumer Sentiment Index,high,92.1,92,1
9/30/2019,3:30,GBP,GDP (q/q),high,-0.20%,-0.20%,1
10/1/2019,9:00,USD,ISM Manufacturing,high,50.5,49.1,1
10/2/2019,7:15,USD,ADP National Employment Report,high,138.0k,157.0k*,1
10/3/2019,9:00,USD,ISM Non-Manufacturing,high,55,56.4,1
10/4/2019,7:30,USD,Average Hourly Earnings (m/m),high,0.30%,0.40%,1
10/4/2019,7:30,USD,Nonfarm Payrolls,high,147.0k,168.0k*,1
10/4/2019,7:30,USD,Private Payrolls,high,130.0k,122.0k*,1
10/4/2019,7:30,USD,Unemployment Rate,high,3.70%,3.70%,-1
10/8/2019,7:30,USD,PPI (m/m),high,0.10%,0.10%,1
10/8/2019,12:50,USD,Fed's Powell speaks at NABE conference,high,0,0,0
10/9/2019,13:00,USD,FOMC minutes from September 18,high,0,0,0
10/9/2019,18:50,JPY,Core Machine orders (y/y),high,0,0.30%,0
10/10/2019,3:30,GBP,GDP (m/m),high,0,0.30%,0
10/10/2019,3:30,GBP,Manufacturing Production (m/m),high,0,0.30%,0
10/10/2019,3:30,GBP,Manufacturing Production (y/y),high,0,-0.60%,0
10/10/2019,7:30,USD,CPI (m/m),high,0.10%,0.10%,1
10/10/2019,7:30,USD,Core CPI (m/m),high,0.20%,0.30%,1
10/11/2019,9:00,USD,UoM Consumer Sentiment Index,high,92,93.2,1
10/15/2019,4:00,EUR,ZEW (Economic Sentiment),high,0,-22.4,0
10/16/2019,3:30,GBP,CPI (m/m),high,0.20%,0.40%,1
10/16/2019,3:30,GBP,CPI (y/y),high,1.80%,1.70%,1
10/16/2019,7:30,USD,Retail Sales (m/m),high,0.30%,0.6%*,1
10/16/2019,7:30,USD,Retail Sales (ex Autos) (m/m),high,0.20%,0.2%*,1
10/16/2019,19:00,EUR,EU Council Meeting,high,0,0,0
10/17/2019,3:30,GBP,Core Retail Sales (m/m),high,-0.10%,-0.30%,1
10/17/2019,3:30,GBP,Core Retail Sales (y/y),high,2.90%,2.2%*,1
10/17/2019,3:30,GBP,Retail Sales (m/m),high,-0.20%,-0.3%*,1
10/17/2019,3:30,GBP,Retail Sales (y/y),high,3.10%,2.6%*,1
10/17/2019,18:30,JPY,Natl CPI (y/y),high,0.20%,0.30%,1
10/18/2019,10:30,USD,Fed's Clarida speaks on economy and policy,high,0,0,0
10/24/2019,6:45,EUR,ECB Deposit Rate,high,-0.50%,-0.50%,-1
10/24/2019,6:45,EUR,ECB Interest Rate Decision,high,0.00%,0.00%,-1
10/24/2019,8:30,EUR,ECB's Draghi speaks in Frankfurt,high,0,0,0
10/25/2019,All Day,EUR,French France sovereign debt to be rated by DBRS,high,0,0,0
10/25/2019,All Day,EUR,French France sovereign debt to be rated by Moody's,high,0,0,0
10/25/2019,All Day,GBP,UK sovereign debt rated by S&P,high,0,0,0
10/25/2019,3:00,EUR,German IFO Business Climate,high,94.5,94.6,1
10/25/2019,3:00,EUR,German IFO Current Conditions,high,98,98.6*,1
10/25/2019,3:00,EUR,German IFO Expectations,high,91,90.9*,1
10/25/2019,9:00,USD,UoM Consumer Sentiment Index,high,96,96,1
10/29/2019,9:00,USD,Consumer Confidence,high,128,125.1,1
10/30/2019,7:15,USD,ADP National Employment Report,high,110.0k,93.0k*,1
10/30/2019,13:00,USD,Federal Funds Rate,high,1.75%,2.00%,-1
10/31/2019,All Day,JPY,BoJ 10y Yield Target,high,0.00%,0.00%,-1
10/31/2019,All Day,JPY,BoJ Policy Balance Rate,high,-0.10%,-0.10%,-1
11/1/2019,7:30,USD,Nonfarm Payrolls,high,85.0k,180.0k*,1
11/1/2019,7:30,USD,Private Payrolls,high,80.0k,167.0k*,1
11/1/2019,7:30,USD,Average Hourly Earnings (m/m),high,0.30%,0.00%,1
11/1/2019,7:30,USD,Unemployment Rate,high,3.60%,3.50%,-1
11/1/2019,9:00,USD,ISM Manufacturing,high,49,47.8,1
11/4/2019,12:30,EUR,ECB's Lagarde speaks in Berlin,high,0,0,0
11/5/2019,9:00,USD,ISM Non-Manufacturing,high,53.4,52.6,1
11/7/2019,6:00,GBP,Official Bank Rate,high,0.75%,0.75%,-1
11/7/2019,6:00,GBP,Asset Purchase Facility,high,435.0B,435.0B,-1
11/7/2019,6:30,GBP,BoE's Carney speaks in London,high,0,0,0
11/8/2019,9:00,USD,UoM Consumer Sentiment Index,high,95,95.5,1
11/10/2019,17:50,JPY,Core Machine orders (y/y),high,1.60%,-14.50%,1
11/11/2019,3:30,GBP,GDP (m/m),high,-0.10%,-0.10%,1
11/11/2019,3:30,GBP,Manufacturing Production (m/m),high,-0.20%,-0.70%,1
11/11/2019,3:30,GBP,Manufacturing Production (y/y),high,-1.30%,-1.70%,1
11/11/2019,3:30,GBP,GDP (q/q),high,0.40%,-0.20%,1
11/12/2019,4:00,EUR,ZEW (Economic Sentiment),high,0,-23.5,0
11/13/2019,3:30,GBP,CPI (m/m),high,-0.10%,0.10%,1
11/13/2019,3:30,GBP,CPI (y/y),high,1.60%,1.70%,1
11/13/2019,7:30,USD,CPI (m/m),high,0.30%,0.00%,1
11/13/2019,7:30,USD,Core CPI (m/m),high,0.20%,0.10%,1
11/13/2019,10:00,USD,Fed's Powell addresses Joint Economic Committee of Congress,high,0,0,0
11/14/2019,3:30,GBP,Core Retail Sales (m/m),high,0.20%,0.20%,1
11/14/2019,3:30,GBP,Core Retail Sales (y/y),high,3.40%,3.00%,1
11/14/2019,3:30,GBP,Retail Sales (m/m),high,0.20%,0.00%,1
11/14/2019,3:30,GBP,Retail Sales (y/y),high,3.70%,3.10%,1
11/14/2019,7:30,USD,PPI (m/m),high,0.30%,-0.30%,1
11/14/2019,9:00,USD,Fed's Powell to testify to House Budget Committee,high,0,0,0
11/15/2019,7:30,USD,Retail Sales (m/m),high,0.20%,-0.30%,1
11/15/2019,7:30,USD,Retail Sales (ex Autos) (m/m),high,0.30%,-0.10%,1
11/20/2019,13:00,USD,FOMC minutes from October 30,high,0,0,0
